normalized,raw,definition_fr
MODON,Modon,"Ancien nom de Methóni, village du Péloponnèse, en Grèce."
MOENKOPI,Moenkopi,"Localité de la nation hopi, en Arizona, aux États-Unis."
MOF,MOF,"Sigle de Meilleur Ouvrier de France, distinction artisanale et professionnelle française."
MOFFET,Moffet,"Municipalité de la région de l'Abitibi-Témiscamingue, au Québec."
MOGADISCIO,Mogadiscio,"Capitale de la Somalie, sur la côte de l'océan Indien."
MOHAMED,Mohamed,1) Variante du nom du prophète de l'islam. 2) Prénom masculin arabe très répandu.
MOHAMMED,Mohammed,Variante orthographique du prénom Mohamed.
MOHELI,Mohéli,Une des îles de l'archipel des Comores.
MOHETTI,Mohetti,Transcription française d'un nom de famille arabe.
MOISAN,Moisan,Nom de famille français.
MOISETTE,Moïsette,"Prénom féminin, diminutif féminin de Moïse."
MOISON,Moison,Nom de famille français.
MOISSAN,Moissan,"Nom de famille français, porté notamment par le chimiste Henri Moissan, prix Nobel en 1906."
MOLDAVIE,Moldavie,"1) Pays d'Europe de l'Est, dont la capitale est Chișinău. 2) Région historique de l'est de la Roumanie, appelée aussi Moldavie occidentale."
MOLISE,Molise,Région administrative du sud de l'Italie.
MOLSON,Molson,"Nom de famille, porté notamment par la famille fondatrice de la brasserie canadienne du même nom."
MONCTON,Moncton,"Ville du Nouveau-Brunswick, au Canada."
MONDALAZAC,Mondalazac,"Village de la commune de Salles-la-Source, en Aveyron."
MONDOVI,Mondovi,"1) Ville de la province de Coni, dans le Piémont, en Italie. 2) Ancien nom, durant la colonisation française, de la ville algérienne aujourd'hui appelée Dréan."
MONESPLE,Monesple,"Commune de l'Ariège, en Occitanie."
MONFLANQUIN,Monflanquin,"Commune du Lot-et-Garonne, en Nouvelle-Aquitaine."
MONFORT,Monfort,"1) Commune du Gers, en Occitanie. 2) Nom de famille d'origine toponymique."
MONGAUTIN,Mongautin,"Lieu-dit de la commune de Prat-Bonrepaux, en Ariège."
MONGOLIE,Mongolie,1) Pays d'Asie de l'Est enclavé entre la Chine et la Russie. 2) Région géographique et culturelle plus vaste incluant aussi la Mongolie-Intérieure chinoise.
MONOBLET,Monoblet,"Commune du Gard, en Occitanie."
MONTAIGNE,Montaigne,"1) Nom de famille d'origine toponymique. 2) Michel de Montaigne, écrivain et philosophe français du XVIe siècle, auteur des Essais."
MONTARDIT,Montardit,"Commune de l'Ariège, en Occitanie."
MONTAUBAN,Montauban,"Ville du sud-ouest de la France, préfecture du Tarn-et-Garonne."
MONTAUDRAN,Montaudran,"Quartier de Toulouse, en Occitanie, historiquement lié à l'aviation et à l'Aéropostale."
MONTBEILLARD,Montbeillard,"Ancienne municipalité, aujourd'hui quartier de Rouyn-Noranda, en Abitibi-Témiscamingue, au Québec."
MONTBRUN,Montbrun,"1) Ancien nom de Montbrun-Bocage, commune de la Haute-Garonne. 2) Village du Lot. 3) Nom porté aussi par d'anciennes communes de la Lozère et de la Haute-Vienne, ainsi que par une famille française."
MONTCALM,Montcalm,"1) Municipalité régionale de comté de Lanaudière, au Québec. 2) Municipalité de la région des Laurentides, au Québec. 3) Nom de famille, porté notamment par le marquis de Montcalm, général français mort lors de la bataille des plaines d'Abraham en 1759."
MONTCUQ,Montcuq,"Commune du Lot, en Occitanie."
MONTDRAGON,Montdragon,"1) Commune du Tarn, en Occitanie. 2) Nom de famille d'origine toponymique."
MONTEBELLO,Montebello,"Municipalité de la région de l'Outaouais, au Québec."
MONTECRISTO,Montecristo,"Île italienne de la mer Tyrrhénienne, rendue célèbre par le roman Le Comte de Monte-Cristo d'Alexandre Dumas."
MONTENEGRO,Monténégro,"Pays des Balkans, sur la mer Adriatique."
MONTEREGIE,Montérégie,"Région administrative du sud-ouest du Québec, au sud de Montréal."
MONTESQUIEU,Montesquieu,"1) Nom de famille. 2) Charles-Louis de Secondat, baron de La Brède et de Montesquieu, penseur français des Lumières, auteur de L'Esprit des lois. 3) Commune du Lot-et-Garonne."
MONTFA,Montfa,"Commune de l'Ariège, en Occitanie."
MONTFERRER,Montferrer,"1) Commune des Pyrénées-Orientales, ancien territoire du Vallespir, en Catalogne du Nord. 2) Nom de famille français d'origine catalane."
MONTFERRIER,Montferrier,"Commune de l'Ariège, en Occitanie."
MONTGAILLARD,Montgaillard,"Commune de l'Ariège, en Occitanie."
MONTGAUCH,Montgauch,"Commune de l'Ariège, en Occitanie."
MONTGOLFIER,Montgolfier,"Nom de famille français, porté par les frères Joseph et Étienne Montgolfier, inventeurs de la montgolfière."
MONTHIEUX,Monthieux,"1) Nom de famille. 2) Commune de l'Ain, en Auvergne-Rhône-Alpes."
MONTIGNARGUES,Montignargues,"Commune du Gard, en Occitanie."
MONTJOY,Montjoy,"Ancien nom de la commune de Montjoie-en-Couserans, en Ariège."
MONTLHERY,Montlhéry,"Commune de l'Essonne, en Île-de-France, connue pour son autodrome."
MONTMAGNY,Montmagny,"1) Ville du Québec, chef-lieu de la municipalité régionale de comté du même nom. 2) Municipalité régionale de comté de la région de Chaudière-Appalaches, au Québec."
MONTMARTRE,Montmartre,"Colline et quartier du nord de Paris, dominés par la basilique du Sacré-Cœur."
MONTMOULOUX,Montmouloux,"Ancienne orthographe de Moumoulous, commune des Hautes-Pyrénées."
MONTNER,Montner,"Commune des Pyrénées-Orientales, en ancienne Catalogne du Nord."
MONTOULIEU,Montoulieu,"Commune de l'Ariège, en Occitanie."
MONTPARNASSE,Montparnasse,"Quartier du sud de Paris, connu pour sa gare et sa tour."
MONTPARNO,Montparno,Appellation familière du quartier parisien de Montparnasse.
MONTPELLIER,Montpellier,"1) Ville du sud de la France, préfecture de l'Hérault. 2) Municipalité de la région de l'Outaouais, au Québec, nommée d'après la ville française."
MONTREAL,Montréal,"1) Île du Québec sur laquelle se trouve la plus grande ville de la province. 2) Nom porté aussi par plusieurs communes françaises, notamment en Ardèche, dans l'Aude, dans le Gers et dans l'Yonne."
MONTRICHARD,Montrichard,"Ancienne commune du Loir-et-Cher, aujourd'hui intégrée à Montrichard-Val de Cher."
MONTROUGE,Montrouge,"Commune des Hauts-de-Seine, en Île-de-France, limitrophe de Paris."
MONTSERON,Montseron,"Commune de l'Ariège, en Occitanie."
MOPTI,Mopti,"Ville du centre du Mali, au confluent du Niger et du Bani."
MORAVIE,Moravie,Région historique de l'est de la République tchèque.
MORBIHAN,Morbihan,"Département de Bretagne, en France."
MOREE,Morée,"Ancien nom du Péloponnèse, en Grèce, utilisé notamment au Moyen Âge et sous l'Empire byzantin."
MOREL,Morel,"Nom de famille français d'origine patronymique, souvent lié au surnom médiéval désignant un homme aux cheveux ou au teint sombre."
MORESNET,Moresnet,"1) Village de la province de Liège, en Wallonie, en Belgique. 2) Abréviation de Moresnet Neutre, ancien territoire indivis entre la Belgique, les Pays-Bas puis l'Allemagne, de 1816 à 1919."
MORINVILLE,Morinville,"Ville de la province de l'Alberta, au Canada."
MORLAIX,Morlaix,"Ville du nord du Finistère, en Bretagne."
MORONI,Moroni,Capitale de l'Union des Comores.
MOROSAGLIA,Morosaglia,"Commune de Haute-Corse, en Corse."
MOSCOU,Moscou,Capitale de la Russie.
MOSCOVIE,Moscovie,"Nom ancien donné à la principauté puis à l'État russe centré sur Moscou, avant l'ère impériale."
MOSELOTTE,Moselotte,"Rivière du Grand Est, affluent de la Moselle."
MOSHE,Moshe,"Prénom masculin hébraïque, équivalent de Moïse."
MOSSADEGH,Mossadegh,"Transcription française d'un nom de famille persan, porté notamment par l'homme d'État iranien Mohammad Mossadegh."
MOSSOUL,Mossoul,"Ville du nord de l'Irak, sur le Tigre."
MOSTUEJOULS,Mostuéjouls,"Commune de l'Aveyron, en Occitanie."
MOULIERIS,Mouliéris,"Ferme en ruine de la commune de Saint-Lizier, en Ariège."
MOULIERY,Mouliery,"Ancienne orthographe de Mouliéris, ferme en ruine de la commune de Saint-Lizier, en Ariège."
MOUMOULOUS,Moumoulous,"Commune des Hautes-Pyrénées, en Occitanie."
MOUNET,Mounet,"Lieu-dit de la commune de Prat-Bonrepaux, en Ariège."
MOURELATOS,Mourelatos,Nom de famille d'origine grecque.
MOUSCRON,Mouscron,"Ville du Hainaut, en Wallonie, en Belgique, à la frontière française."
MOUSSOCARI,Moussocari,Village d'Albanie.
MOZAMBIQUE,Mozambique,"Pays du sud-est de l'Afrique, sur l'océan Indien."
MPO,MPO,"Abréviation de micropolykystose ovarienne, autre nom du syndrome des ovaires polykystiques."
MPR,MPR,"Sigle du Mouvement populaire de la Révolution, parti unique du Zaïre entre 1967 et 1997."
MSADEK,Msadek,Nom de famille et prénom masculin d'origine arabe.
MSF,MSF,"Sigle de Médecins Sans Frontières, organisation humanitaire internationale fondée en 1971."
MTC,MTC,"Sigle de la Montreal Tramways Company, ancienne société exploitant les transports en commun de l'île de Montréal jusqu'à sa nationalisation en 1950."
MTL,MTL,Abréviation courante de Montréal.
MTSAMBORO,Mtsamboro,Commune de Mayotte.
MTSAPERE,Mtsapéré,"Quartier de Mamoudzou, chef-lieu de Mayotte."
MUCEM,Mucem,"Sigle du Musée des civilisations de l'Europe et de la Méditerranée, situé à Marseille."
MULHOUSE,Mulhouse,"Ville du Haut-Rhin, en Grand Est."
MULRONEY,Mulroney,"Nom de famille, porté notamment par Brian Mulroney, ancien premier ministre du Canada."
MUNICH,Munich,"Capitale de la Bavière, en Allemagne."
MUNTENIE,Munténie,"Région historique du sud de la Roumanie, incluant Bucarest."
MURCIE,Murcie,Ville et région du sud-est de l'Espagne.
MURDOCHVILLE,Murdochville,"Ville de la région de la Gaspésie, au Québec."
MURIELLE,Murielle,Variante orthographique du prénom Muriel.
MURRETS,Murrets,"Lieu-dit de la commune de Castelbiague, en Haute-Garonne."
MYANMAR,Myanmar,"Pays d'Asie du Sud-Est, anciennement appelé Birmanie."
MYCONE,Mycone,Île grecque des Cyclades.
MYENNES,Myennes,"Commune de la Nièvre, en Bourgogne-Franche-Comté."
MYSIE,Mysie,"Région historique du nord-ouest de l'Asie Mineure, dans l'actuelle Turquie."
MYTILENE,Mytilène,"Ville grecque, capitale de l'île de Lesbos et de la région administrative de l'Égée-Septentrionale."
NADEJDA,Nadejda,Prénom féminin russe signifiant « espoir ».
NADIA,Nadia,"Prénom féminin d'origine slave ou arabe, selon les cas signifiant « espoir » ou évoquant la douceur."
NAFC,NAFC,Sigle de Navire auxiliaire des Forces canadiennes.
NAGASAKI,Nagasaki,"1) Ville portuaire du sud-ouest du Japon, sur l'île de Kyūshū. 2) Préfecture japonaise dont elle est le chef-lieu."
NAGY,Nagy,"Nom de famille hongrois, signifiant littéralement « grand »."
NAHUM,Nahum,1) Prophète biblique mineur de l'Ancien Testament. 2) Livre biblique qui lui est attribué.
NAIROBI,Nairobi,Capitale du Kenya.
NAJAC,Najac,"Commune de l'Aveyron, en Occitanie."
NAMIBIE,Namibie,"Pays d'Afrique australe, dont la capitale est Windhoek."
NAMUR,Namur,"1) Ville de Belgique, capitale de la Région wallonne. 2) Province belge qui en tire son nom. 3) Municipalité de la région de l'Outaouais, au Québec."
NANAIMO,Nanaimo,"Ville de la Colombie-Britannique, au Canada."
NANCY,Nancy,"1) Prénom féminin d'origine anglaise. 2) Ville de l'est de la France, préfecture de la Meurthe-et-Moselle."
NANDRIN,Nandrin,"Commune de la province de Liège, en Wallonie, en Belgique."
NANTERRE,Nanterre,"Ville des Hauts-de-Seine, préfecture du département."
NANTES,Nantes,"Ville de l'ouest de la France, préfecture de la Loire-Atlantique et capitale de la région Pays de la Loire."
NAOURS,Naours,"Commune de la Somme, dans les Hauts-de-France, connue pour ses souterrains troglodytiques."
NAPLES,Naples,"1) Ville du sud de l'Italie, capitale de la région de Campanie. 2) Ville métropolitaine qui en dépend, créée en 2015."
NARCISUS,Narcisus,Ancienne orthographe du prénom Narcisse.
NASA,NASA,"Agence spatiale civile des États-Unis, fondée en 1958."
NATHALIE,Nathalie,"Prénom féminin dérivé du latin Natalia, popularisé en France au XXe siècle sous l'influence russe."
NATHAN,Nathan,1) Prophète biblique au service du roi David. 2) Prénom masculin très répandu aujourd'hui.
NATHANAEL,Nathanaël,1) Disciple de Jésus mentionné dans l'Évangile selon Jean. 2) Prénom masculin d'origine biblique qui en dérive.
NAUDERY,Naudery,"Lieu-dit de la commune de Saint-Maurin, en Lot-et-Garonne."
NAUDUSSE,Naudusse,"Lieu-dit de la commune de Brassac, en Tarn-et-Garonne."
NAUPACTE,Naupacte,"Ville de Grèce, dans la préfecture d'Étolie-Acarnanie."
NAUSICAA,Nausicaa,"Princesse phéacienne de l'Odyssée d'Homère, qui recueille Ulysse échoué sur son île."
NAUVIALE,Nauviale,"Commune de l'Aveyron, en Occitanie."
NAVALNY,Navalny,"Transcription française d'un nom de famille russe, porté notamment par l'opposant politique Alexeï Navalny."
NAVARRENX,Navarrenx,"Commune des Pyrénées-Atlantiques, en Nouvelle-Aquitaine."
NAXE,Naxe,"Ancienne orthographe de Naxos, île grecque des Cyclades."
NAXOS,Naxos,"Île grecque des Cyclades, la plus grande de l'archipel."
NAZARE,Nazaré,"Ville du Portugal, dans le district de Leiria, réputée pour ses vagues géantes."
NDDL,NDDL,"Sigle de Notre-Dame-des-Landes, commune de Loire-Atlantique où devait être construit un aéroport, projet abandonné en 2018."
NDG,NDG,"Sigle de Notre-Dame-de-Grâce, quartier de l'arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce, à Montréal."
NEAPOLIS,Néapolis,"Nom antique grec signifiant « ville nouvelle », porté par plusieurs cités, dont l'actuelle Naples."
NEBBIO,Nebbio,"Ancienne région du nord de la Corse, autour de Saint-Florent."
NECM,NECM,Sigle de Navire école des cadets de la Marine.
NEDELEC,Nédélec,"Municipalité de la région de l'Abitibi-Témiscamingue, au Québec."
NEERLANDE,Néerlande,Appellation littéraire des Pays-Bas.
NEGUEV,Néguev,Désert du sud d'Israël.
NEHEMIE,Néhémie,Personnage biblique qui dirigea la reconstruction des murailles de Jérusalem au Ve siècle av. J.-C.
NEMTSOV,Nemtsov,"Transcription française d'un nom de famille russe, porté notamment par l'opposant politique Boris Nemtsov."
NEOM,Neom,Ville futuriste en projet dans le nord-ouest de l'Arabie saoudite.
NEOPTOLEME,Néoptolème,"Fils d'Achille dans la mythologie grecque, qui participe à la prise de Troie."
NEP,NEP,"Sigle de Nouvelle politique économique, politique économique soviétique instaurée par Lénine en 1921."
NEPAL,Népal,"Pays d'Asie du Sud, situé dans la chaîne de l'Himalaya."
NEPTUNE,Neptune,"1) Huitième et dernière planète du système solaire. 2) Dieu romain de la mer, équivalent du grec Poséidon."
NERAC,Nérac,"Ville du Lot-et-Garonne, en Nouvelle-Aquitaine."
NEREE,Nérée,"Divinité marine de la mythologie grecque, père des Néréides."
NERON,Néron,"1) Empereur romain du Ier siècle, connu pour sa tyrannie et l'incendie de Rome. 2) Nom de famille français. 3) Commune d'Eure-et-Loir."
NESCUS,Nescus,"Commune de l'Ariège, en Occitanie."
NESQUE,Nesque,"Cours d'eau du Vaucluse, affluent de la Sorgue."
NEUILLY,Neuilly,"1) Commune de l'Eure. 2) Commune de la Nièvre. 3) Forme abrégée de Neuilly-sur-Seine, ville des Hauts-de-Seine."
NEUWILLER,Neuwiller,"Commune du Haut-Rhin, en Alsace, à proximité de la frontière suisse."
NEVADA,Nevada,"État de l'ouest des États-Unis, où se trouve Las Vegas."
NEVERS,Nevers,"1) Ville de Bourgogne-Franche-Comté, préfecture de la Nièvre. 2) Ancien comté puis duché de Bourgogne dont elle fut la capitale. 3) Nom de famille qui en dérive."
NEVILLE,Néville,"1) Nom de famille d'origine normande. 2) Forme abrégée de Néville-sur-Mer, commune de la Manche. 3) Commune de la Seine-Maritime, en Normandie."
NFP,NFP,"Sigle du Nouveau Front populaire, coalition électorale de gauche formée en France en 2024."
NGCC,NGCC,Sigle de Navire de la Garde côtière canadienne.
NGUYEN,Nguyên,"Variante orthographique de Nguyên, patronyme le plus répandu au Vietnam."
NIAFLES,Niafles,"Commune de la Mayenne, en Pays de la Loire."
NIAGARA,Niagara,"1) Rivière reliant le lac Érié au lac Ontario, à la frontière entre le Canada et les États-Unis. 2) Chutes d'eau situées sur ce cours d'eau, célèbres dans le monde entier."
NIAMEY,Niamey,Capitale du Niger.
NICANDRE,Nicandre,"Poète et médecin grec du IIe siècle av. J.-C., auteur d'ouvrages sur les plantes et les poisons."
NICANOR,Nicanor,"Prénom masculin grec antique, porté par plusieurs généraux et personnages historiques hellénistiques."
NICEE,Nicée,"Ancienne ville d'Asie Mineure où se tinrent deux conciles œcuméniques majeurs du christianisme, en 325 et 787."
NICHAPOUR,Nichapour,"Ville du nord-est de l'Iran, ancien centre culturel et scientifique du monde perse."
NICOLAS,Nicolas,"1) Prénom masculin d'origine grecque, popularisé notamment par saint Nicolas. 2) Nom de famille d'origine patronymique."
